Unnamed: 0,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron,Young's Mod (GPa),elastic_modulus,source,alloy_system,elastic_modulus_gpa,composition,year,notes,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
0.0,Al0.5CoCrCuFeNi,0.487879754605057,346.087653373347,-4.81265823519199,3.17225899499999,0.8455675283939771,4.16922870704349,5.17054411597514,1693.01783909999,0.109326051956354,14.698050513986,8.27281,161.1,161.1,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Al0.3CoCrFeNi,0.449912830376697,295.639150039141,-9.8746596850176,3.02850907099999,0.9083821287536321,3.75761596212102,2.34618521449956,1806.3049219,0.107517118794225,12.8260629035067,7.88378999999999,168.0,168.0,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Al0.5CrCuFeNi2,0.381974709505247,344.853267274407,-5.80190116024959,3.35715175299999,0.7145386747978789,4.19964640402581,3.6616156540720697,1685.74503909999,0.113093813029071,12.6023399855834,8.45463,172.1,172.1,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,CoCrFeNi ,0.365442957245039,180.372357915507,-3.701,2.9519,126.2823110053,0.30211588476677803,5.82932673738833,1871.75,0.0966953980290685,11.5262926432879,8.25,173.9,173.9,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,NiCoCr,0.418116714951937,204.299410865523,-5.02345508494679,2.98033686299999,337.314134786592,0.16455908117517,3.4402698814012203,1891.98108,0.111454466038826,9.13436260647717,8.33325,174.4,174.4,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,FeNi,0.328749999999999,41.5,-1.5,3.19524999999999,142.584135884374,0.20104543626860402,6.798591610766009,1769.5,0.0399999999999999,5.76314632164397,9.0,174.4,174.4,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,FeNiCo,0.421049517330444,33.8918158262433,-1.0128686312124,2.965837008,85.0883154613009,0.3276454648614,15.9532296351619,1768.98231,0.0329981514633773,9.13436260647717,8.99991,173.8,173.8,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,NiCo,0.508449999999999,20.0,-0.218,3.01554999999999,143.73307673506798,0.200240288346015,46.2109163772186,1748.0,0.015,5.76314632164397,9.5,171.0,171.0,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,AlCoCrCuFeNi,0.52629261359349,392.256327964101,-10.3385246396908,3.24539824,0.534140158305352,5.28118341032729,2.3484282301410198,1629.7392608,0.119083328668066,14.897648787046,7.83349,171.7,171.7,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Al0.5CoCrCuFeNi,0.487879754605057,346.087653373347,-4.81265823519199,3.17225899499999,0.8455675283939771,4.16922870704349,5.17054411597514,1693.01783909999,0.109326051956354,14.698050513986,8.27281,173.3,173.3,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,AlCo0.5CrCuFeNi,0.498108690160655,407.374962776623,-10.4575314615415,3.31247857899999,0.495194503571481,5.4480609805796,2.2729037929904696,1617.15071679999,0.121689821042906,14.698050513986,7.72734999999999,71.6,71.6,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,AlCoCr0.5CuFeNi,0.539452709786704,371.239503814036,-10.9516901048967,3.27585093999999,0.49665296522383295,5.44005576313407,2.12007903763787,1579.69579679999,0.116499083882468,14.698050513986,8.00007999999999,161.1,161.1,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,AlCoCrCu0.5FeNi,0.537229967087161,400.645934673589,-13.9273529230455,3.21176848099999,0.4836280386083,5.51282405727519,1.74599669378508,1654.44472609999,0.120186407490425,14.698050513986,7.54552999999999,121.1,121.1,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,AlCoCrCuFe0.5Ni,0.536589456543353,405.698756732203,-11.5352389657815,3.27980552499999,0.503390414499672,5.40352788578559,2.0555713153743698,1613.24158679999,0.123977423897916,14.698050513986,7.81825999999999,178.6,178.6,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,AlCoCrCuFeNi0.5,0.542641538323781,408.525268866378,-9.8327916942064,3.22003219999999,0.49900761362919605,5.4272056934512,2.42275150903284,1620.78711679999,0.119302976416425,14.698050513986,7.63643999999999,115.5,115.5,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,CuNiCoFeCrAl0.5,0.490213128391009,353.544748071866,-4.81265823519199,3.17225899499999,0.787811533779865,4.31935302140662,5.17054411597514,1693.01783909999,0.112676504770394,14.698050513986,8.27281,174.4,174.4,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,CuNiCoFeCrAl0.5V0.2,0.482166150297656,358.553615503284,-5.6908586949264,3.16726824,0.841267303361326,4.28493178675397,4.6418805334833895,1710.2119072,0.115714424912534,15.4462064517097,8.15797,141.1,141.1,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,CuNiCoFeCrAl0.5V0.4,0.474500243435063,362.443613428995,-6.4411618576188,3.16258865,0.8727810808955221,4.24974728784141,4.22438242212129,1726.2190498,0.118160443516051,15.7627335490913,8.05081,71.9,71.9,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,CuNiCoFeCrAl0.5V0.6,0.467182258831845,365.41549264791,-7.0818694811772,3.15817874,0.8967850760537199,4.21400691000132,3.9153402851267303,1741.159562,0.12012951002378,15.9249786629622,7.95063,130.9,130.9,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,CuNiCoFeCrAl0.5V0.8,0.460200422138933,367.643000562561,-7.6299983284724,3.15417164,0.916333739979613,4.17812514202091,3.6797895988894402,1755.21719599999,0.121712911162908,15.9961904160017,7.85713,166.7,166.7,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,CuNiCoFeCrAl0.5V1.0,0.45351274422757,369.242164796829,-8.097819492734,3.150404665,0.9329505936105281,4.14208048300946,3.49553977285251,1768.4249269,0.122977113262762,16.0064754119091,7.76941,127.8,127.8,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,CuNiCoFeCrAl0.5V1.2,0.447106232468715,370.32328648984,-8.497332231234,3.14669531,0.94733748921333,4.1062661376979195,3.34743735748684,1780.7220886,0.123971939253544,15.9734567970528,7.68639,257.3,257.3,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,CuNiCoFeCrAl0.5V1.4,0.440965451327461,370.969360592091,-8.8373524485884,3.143396695,0.960156174336684,4.07060341294376,3.2268777260065797,1792.4424523,0.124748608576234,15.9096074390714,7.6088,218.0,218.0,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,CuNiCoFeCrAl0.5V1.6,0.435072848628486,371.252435091601,-9.126412144834,3.140235415,0.97165583506691,4.03535184114855,3.1266673610721902,1803.45986189999,0.125336610320098,15.822506272406,7.53541,130.5,130.5,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,CuNiCoFeCrAl0.5V1.8,0.429404055750354,371.224966333331,-9.3709452218228,3.13721593,0.982143854866066,4.00046055559966,3.0423982471356696,1813.86254259999,0.125765609691991,15.7179205409973,7.46592999999999,136.6,136.6,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,CuNiCoFeCrAl0.5V2.0,0.423950332760878,370.938117200467,-9.5769046807888,3.13427219,0.991758961396972,3.96607509808937,2.9705981539351,1823.648239,0.126057566368149,15.6001221928433,7.39988,128.0,128.0,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,FeNiCrCuCo,0.420915530718456,261.333925206812,3.24048,3.0845,12.5353521887839,1.0332036605064499,7.304922400463069,1768.954,0.092217135067188,13.3816113591719,8.8,112.0,112.0,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,FeNiCrCuMo,0.308048862357905,521.005197348356,4.61232,3.21248,1.04396718290286,3.58022880885233,5.78675080282412,1994.55399999999,0.161170716943246,13.3816113591719,8.2,81.9,81.9,youngsdata_Alloy_Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
